Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Parent,Parent summary,Status Category,Status Category Changed
Generate a Implementation and Build plan for CLS,CTET-4597,81348,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,16/Aug/24 8:38 AM,23/Aug/24 12:07 PM,28/Aug/24 2:50 PM,23/Aug/24 12:07 PM,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5df06966,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,,,,,,,,,,,,,,2|i071zb:h,,,,,5.0,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_616920344_*|*_10000_*:*_1_*:*_412903_*|*_10001_*:*_1_*:*_0,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,23/Aug/24 12:07 PM
Implement Design Changes into CAD,CTET-4595,81346,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Minor,,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,16/Aug/24 8:35 AM,28/Aug/24 2:46 PM,28/Aug/24 2:50 PM,,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d19e4cf,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,,,,,,,,,,,,,,2|i0781d:,,,,,3.0,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,CTET 82824,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",In Progress,26/Aug/24 1:21 PM
Start tesing and validating second thermal burn in,CTET-4594,81345,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,16/Aug/24 8:34 AM,28/Aug/24 2:46 PM,28/Aug/24 2:50 PM,,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1fcd3844,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,,,,,,,,,,,,,,2|i0781f:,,,,,3.0,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,CTET 82824,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",In Progress,23/Aug/24 12:07 PM
Fuzz Logic Research and Matlab Development Start,CTET-4592,81343,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Minor,Done,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,16/Aug/24 8:32 AM,28/Aug/24 11:39 AM,28/Aug/24 2:50 PM,28/Aug/24 11:39 AM,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@383d2d58,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,,,,,,,,,,,,,,2|i071zb:h9,,,,,3.0,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_430299067_*|*_10000_*:*_1_*:*_617716159_*|*_10001_*:*_1_*:*_0,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,28/Aug/24 11:39 AM
Change Gain Values and Complete Model Based on OL Testing ,CTET-4590,81341,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,16/Aug/24 8:30 AM,23/Aug/24 12:07 PM,28/Aug/24 2:50 PM,23/Aug/24 12:07 PM,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4fdd8583,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,,,,,,,,,,,,,,2|i071zb:hi,,,,,5.0,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_616969335_*|*_10000_*:*_1_*:*_825234_*|*_10001_*:*_1_*:*_0,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,23/Aug/24 12:07 PM
Support In Build of second unit ,CTET-4589,81340,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,Jens Clausen,712020:5189a75b-0b51-4fee-bf59-340c18b71135,16/Aug/24 8:29 AM,23/Aug/24 12:07 PM,28/Aug/24 2:50 PM,23/Aug/24 12:07 PM,,0,,,,,Jens Clausen,,712020:5189a75b-0b51-4fee-bf59-340c18b71135,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4be0d121,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,,,,,,,,,,,,,,2|i071zb:g,,,,,1.0,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_616913788_*|*_10000_*:*_1_*:*_918147_*|*_10001_*:*_1_*:*_0,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,23/Aug/24 12:07 PM
Manta testing support,CTET-4579,81312,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,14/Aug/24 6:36 PM,27/Aug/24 5:03 PM,28/Aug/24 2:50 PM,27/Aug/24 5:03 PM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e6ffa4b,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i077ux:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_545787891_*|*_10000_*:*_1_*:*_571648602_*|*_10001_*:*_2_*:*_162569,,,,Done,27/Aug/24 5:03 PM
(finished at last sprint) BMU firmware update to v0.4.0RC3 + flash dongle update + code update ,CTET-4578,81311,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,14/Aug/24 6:33 PM,26/Aug/24 9:20 AM,28/Aug/24 2:50 PM,23/Aug/24 3:05 PM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a2ce110,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i0799x:,,,,,,,,,,,,,,,,,,,,,CTET 81424,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_193079821_*|*_10000_*:*_1_*:*_571994314_*|*_10001_*:*_2_*:*_23821,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,23/Aug/24 3:05 PM
Implement SetTargetVoltageAngle radian weco function in GRPC application,CTET-4570,81302,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Minor,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,14/Aug/24 3:48 PM,28/Aug/24 2:46 PM,28/Aug/24 2:50 PM,,,0,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76738bcd,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,,,,,,,,,,,,,,2|i077rx:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,In Progress,23/Aug/24 3:03 PM
Implement SetTargetTestElement radian weco function in GRPC application,CTET-4567,81299,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Trivial,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,14/Aug/24 3:46 PM,28/Aug/24 2:46 PM,28/Aug/24 2:50 PM,,,0,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1aeaff78,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,,,,,,,,,,,,,,2|i077rz:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,In Progress,23/Aug/24 3:03 PM
Implement GetLastError radian weco function in GRPC application,CTET-4566,81298,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Minor,,Zuhair AlMassri,712020:f89e9180-5a0a-48ae-ab45-6916ec092589,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,14/Aug/24 3:44 PM,28/Aug/24 2:46 PM,28/Aug/24 2:50 PM,,,0,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a40cd88,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3007,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,,,,,,,,,,,,,,,,,,,,,,,2|i077s1:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,78308,24-Q2-KR6.1: SDS cabinet-level calibration station deployed,In Progress,23/Aug/24 3:03 PM
Benchtop setup Microinverter build using burnin cart or OTS parts,CTET-4552,81279,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ian Gills,712020:438dcff5-c309-4f6e-ae72-9bfbcf103c08,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,14/Aug/24 2:48 PM,28/Aug/24 2:46 PM,28/Aug/24 2:50 PM,,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7cb508a5,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i077vf:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,CTET 82824,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,In Progress,21/Aug/24 9:05 AM
Update Flash Station to accomodate Penguin Secure Boot,CTET-4549,81276,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,14/Aug/24 2:46 PM,26/Aug/24 11:40 AM,28/Aug/24 2:50 PM,26/Aug/24 11:40 AM,,0,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43e99502,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,,,,,,,,,,,,,,,,,,2|i077pd:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_258850574_*|*_10000_*:*_1_*:*_766781251_*|*_10001_*:*_1_*:*_0,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,Done,26/Aug/24 11:40 AM
goals,CTET-4545,81272,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,14/Aug/24 2:39 PM,27/Aug/24 2:52 PM,28/Aug/24 2:50 PM,27/Aug/24 2:52 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10531f18,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|i077p9:,,,,,,,,,,,,,,,,,,,,,CTET 82124,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_4479834_*|*_10000_*:*_1_*:*_1119502741_*|*_10001_*:*_1_*:*_0,,,,Done,27/Aug/24 2:52 PM
Support build SDS EOL fixture,CTET-4544,81271,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,14/Aug/24 2:37 PM,23/Aug/24 8:11 AM,28/Aug/24 2:50 PM,23/Aug/24 8:11 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@381305b1,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3063,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,,,,,,,,,,,,,,,,,,,,,,,2|i077o9:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_664354292_*|*_10000_*:*_1_*:*_90099397_*|*_10001_*:*_1_*:*_0,,78512,24-Q2-KR2.4: SDS EOL Interface Fixture updated and improved,Done,23/Aug/24 8:11 AM
Create safety test sheet for BMU EOL (similar to SDS and Inverter),CTET-4540,81265,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,14/Aug/24 1:15 PM,23/Aug/24 3:50 PM,14/Aug/24 1:15 PM,23/Aug/24 3:50 PM,,0,,,,,Mazin Almaqablah,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@396362f6,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077mx:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_786939681_*|*_10001_*:*_1_*:*_0,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,23/Aug/24 3:50 PM
Get passing tests on 2 NPI1B BMU unit with modifications on HW,CTET-4538,81263,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,14/Aug/24 1:14 PM,23/Aug/24 3:05 PM,14/Aug/24 1:14 PM,23/Aug/24 3:05 PM,,0,,,,,Mazin Almaqablah,,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b93d000,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077mh:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_784272189_*|*_10001_*:*_1_*:*_0,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,23/Aug/24 3:05 PM
Get passing tests on 3 inverter units for Reno box build,CTET-4537,81262,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,Mazin Almaqablah,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,14/Aug/24 1:14 PM,28/Aug/24 2:46 PM,14/Aug/24 1:14 PM,,,0,,,,,Ardalan Abolfazli,Mazin Almaqablah,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,712020:d592e2ed-893f-4a5a-acf1-5e11b6c7a174,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cf1f15e,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077m9:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,CTET 82824,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,2024-08-28 16:35:04.623,,"28/Aug/24 9:35 AM;712020:b7d2759e-9227-4dae-baf9-74d9295238d5;3 units passed and went through.

1st unit came back after failing on the RE demo wall.

4th unit is not passing due to FW issue.

Working with FW teams to root cause the failing units.",78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,15/Aug/24 3:36 PM
BMU cycle time reduction from 1010~1150s to 875s,CTET-4507,81212,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,13/Aug/24 11:55 AM,27/Aug/24 5:06 PM,28/Aug/24 2:50 PM,23/Aug/24 3:07 PM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f42cd29,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,,,,,,,,,,,,,,2|i077mv:,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 81424,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,10000_*:*_1_*:*_875512530_*|*_10001_*:*_1_*:*_0,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,23/Aug/24 3:07 PM
